
34.,中国高教研究,中国高等教育学会,CN11-2962/G4
35.,中国教育学刊,中国教育学会,CN11-2606/G4
36.,中国特殊教育,中央教育科学研究所,CN11-3826/G4
序号,期刊名称,主办(管)单位,CN号
1,北京体育大学学报,北京体育大学,CN11-3785/G8
2,上海体育学院学报,上海体育学院,CN31-1005/G8
3,沈阳体育学院学报,沈阳体育学院,CN21-1081/G
4,体育科学,中国体育科学学会,CN11-1295/G8
5,体育学刊,华南理工大学、华南师范大学,CN44-1404/G8
6,体育与科学,江苏省体育科学研究所,CN32-1208/G8
7,天津体育学院学报,天津体育学院,CN12-1140/G8
8,武汉体育学院学报,武汉体育学院,CN42-1105/G8
9,西安体育学院学报,西安体育学院,CN61-1198/G8
10,中国体育科技,国家体育总局体育科学研究所,CN11-2284/G8
序号,期刊名称,主办(管)单位,CN号
1,数理统计与管理,中国现场统计研究会,CN11-2242/O1
2,统计研究,中国统计学会、国家统计局统计科学研究所,CN11-1302/C
3,统计与决策,湖北省统计局统计科学研究所,CN42-1009/C
4,统计与信息论坛,西安财经学院、中国统计教育学会高教分会,CN61-1421/C
序号,期刊名称,主办(管)单位,CN号
1,心理发展与教育,北京师范大学,CN11-1608/B
2,心理科学,中国心理学会,CN31-1582/B
3,心理科学进展,中国科学院心理研究所,CN11-4766/R
4,心理学报,中国心理学会、中国科学院心理研究所,CN11-1911/B
5,心理学探新,江西师范大学,CN36-1228/B
6,心理与行为研究,天津师范大学,CN12-1348/B
7,中国临床心理学杂志,中国心理卫生协会,CN43-1214/R
序号,期刊名称,主办(管)单位,CN号
1.,北京社会科学,北京市社会科学院,CN11-1105/C
2.,东南学术,福建省社会科学界联合会,CN35-1197/C
3.,东岳论丛,山东社会科学院,CN37-1062/C
4.,读书,生活·读书·新知三联书店有限公司,CN11-1073/G2
5.,福建论坛(人文社会科学版),福建社会科学院,CN35-1248/C
6.,甘肃社会科学,甘肃省社会科学院,CN62-1093/C
7.,广东社会科学,广东省社会科学院,CN44-1067/C
8.,贵州社会科学,贵州省社会科学院,CN52-1005/C
9.,国外社会科学,中国社会科学院文献信息中心,CN11-1163/C
10.,河北学刊,河北省社会科学院,CN13-1020/C
11.,河南社会科学,河南省社会科学界联合会,CN41-1213/C
